artist_name,title,artist_location,release,hotness,familiarity,danceability,duration,energy,loudness,year,tempo,analysis_rate,end_of_fade_in,key,key_confidence,mode,mode_confidence,start_of_fade_out,time_signature,time_signature_conf,track_id
Larry Graham & Graham Central Station,Turn It Out,California,My Radio Sure Sounds Good To Me,0.350657334499842,0.48028262297483226,0.0,277.62893,0.0,-12.546,0,97.103,22050,0.479,6,0.713,0,0.8,266.867,4,0.116,TRAGKHQ12903D0518B
Francis Lai,Search For Jenny,,Love Story,0.3717110940407555,0.5527198181144033,0.0,184.45016,0.0,-16.45,1970,85.131,22050,2.978,9,0.75,0,0.692,178.434,4,0.938,TRAGKVI128F1459B5E
Leo Ku,Xiao Shuo Xiang,,Steel Box Collection - Leo Ku,0.36062871613623815,0.4832786573317407,0.0,245.55057,0.0,-5.315,0,117.181,22050,2.438,2,0.782,1,0.732,237.883,3,1.0,TRAGKAK128F9324CE4
Slim Whitman,Serenade,Tampa, FL,Tormented,0.38666909170602387,0.5164437797727629,0.0,141.92281,0.0,-14.573,0,100.398,22050,0.241,0,0.501,1,0.487,135.39,4,0.0,TRAGKFX128F9308791
Jo Privat,Rodriguez Pena,,Rendez Vous Au Balajo,0.3208501295544305,0.39145406405090427,0.0,153.36444,0.0,-6.811,0,127.659,22050,0.421,4,0.492,1,0.59,148.416,1,0.0,TRAGKPD128F4275DF9
Carl Smith,Hey Joe,,Honky Tonk Rockabillies_ Volume 2,0.3517177511209014,0.5514349601165499,0.0,141.47873,0.0,-11.852,1993,120.546,22050,0.188,2,0.536,1,0.534,138.112,4,0.93,TRAGKLF128F9315B67
Jah Cure,I'm Free,Montego Bay, Jamaica,I'm Free - Single,0.5196368555463167,0.7072047439332318,0.0,224.02567,0.0,-5.142,0,151.744,22050,0.0,0,0.08,1,0.276,218.825,4,0.931,TRAGKPS12903CA7AE5
Pursuit Of Happiness,Down On Him,Toronto, Ontario, Canada,Love Junk,0.37788813140317173,0.5086762010384817,0.0,151.01342,0.0,-10.133,1988,131.966,22050,0.286,7,0.088,1,0.465,142.646,4,0.564,TRAGKTN128F933C68B
Storyville,Enough,Texas,Dog Years,0.34870219952008724,0.5952547644800101,0.0,263.41832,0.0,-6.18,1998,109.085,22050,0.0,0,0.552,1,0.436,246.712,4,1.0,TRAGKLK12903CC4264
La Mancha De Rolando,Melodia Simple,,Viaje,0.3528954417518173,0.514967583468163,0.0,243.98322,0.0,-4.296,2003,100.046,22050,0.245,4,1.0,1,0.858,235.683,4,0.991,TRAGKAC128F4225537
DeGarmo & Key,Destined To Win,,Collecton,0.3188342314584762,0.4211327253844579,0.0,203.62404,0.0,-6.917,1988,120.548,22050,0.299,4,0.658,1,0.588,196.284,4,1.0,TRAGLMS128F425FE0A
Julie Zenatti,Ma Douleur...,,Plus De Diva,0.43485958934341257,0.6269577230052118,0.0,287.92118,0.0,-10.166,0,87.013,22050,3.193,1,0.502,0,0.619,274.826,7,0.961,TRAGLHT12903CCDB86
The B-52's,Tell It Like It T-I-IS (Album Version),Athens, GA,Good Stuff,0.5375372013052252,0.6815985531460305,0.0,313.20771,0.0,-7.465,1992,136.767,22050,0.344,11,0.041,1,0.419,303.398,4,0.248,TRAGLZM128F931C995
Gloria Lasso,Termina La Feria,,Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso),0.30157018179165396,0.38123261150034793,0.0,187.92444,0.0,-15.953,0,65.195,22050,0.422,9,0.065,1,0.398,181.029,4,0.732,TRAGLFC12903CA6A5D
Dave Hollister,I'm Wrong,LOWELL,The Definitive Collection,0.45966046322159376,0.6125430036687035,0.0,301.87057,0.0,-4.942,2006,113.09,22050,0.276,1,0.792,1,0.679,288.044,4,1.0,TRAGLUU12903D024F2
Patrick Bruel,Au Bout De La Marelle,,Juste Avant,0.4327543367664601,0.6311512424491423,0.0,257.2273,0.0,-8.086,1999,105.994,22050,0.247,7,0.631,1,0.506,238.782,4,0.933,TRAGLFE128F428566B
Embrace the End,Ley Lines,,Ley Lines,0.42017659351689324,0.5803697896067754,0.0,364.14649,0.0,-3.6,2008,119.827,22050,0.0,5,0.591,1,0.462,351.463,4,0.906,TRAGLAE12903CFFEED
Marc Perrone,Sirène,,Voyages,0.2855912715175029,0.45613667443492384,0.0,13.5571,0.0,-26.393,0,0.0,22050,0.0,5,0.0,1,0.0,13.557,1,0.0,TRAGLCK12903CDD07F
Michael Gettel,The Journey North,,The Journey North,0.3337708451653926,0.5106602362805842,0.0,338.75546,0.0,-10.879,1999,94.849,22050,4.632,2,0.012,1,0.367,326.293,4,1.0,TRAGLXV128F42601B8
Handsome Boy Modeling School,I've Been Thinking featuring Cat Power (Album Version),,White People,0.4108507871165923,0.5870296257980913,0.0,324.07465,0.0,-9.423,2004,160.02,22050,0.0,8,0.257,1,0.383,309.313,4,1.0,TRAGLXF128E078703E
Steve Green,Even A Child - Proverbs 20:11,,Hide Em In Your Heart Vol 1,0.3485268895981834,0.5160213594264099,0.0,78.81098,0.0,-13.484,0,146.677,22050,0.398,0,0.285,1,0.456,74.507,4,0.652,TRAGLAG128F14ADD03
Pentangle,I Saw An Angel,,The Time Has Come 1967-1973,0.33364914079207836,0.5470785691342652,0.0,172.38159,0.0,-11.514,0,193.578,22050,0.164,7,0.552,1,0.457,165.256,1,0.0,TRAGLRX128F932A5A3
Small Facers,Happiness Stan - Original,,The Very Best Of CD2,0.44905257515374747,0.58223834366451,0.0,1141.08036,0.0,-18.626,0,70.163,22050,0.242,2,0.832,1,0.772,1133.093,5,0.508,TRAGLST128F92D93E1
Michael Landau,The Mighty SB,California - LA,Michael Landau Group Live,0.3070535269426299,0.5405321558814935,0.0,597.41995,0.0,-11.749,0,73.894,22050,7.134,2,0.403,1,0.517,592.951,3,0.712,TRAGLTB128F9360F00
Los Tres Diamantes,Begin The Beguine,,Boleros In Trío,0.31575719982488604,0.43387746595321924,0.0,175.43791,0.0,-12.421,0,98.082,22050,0.287,4,0.146,1,0.248,166.893,5,0.44,TRAGLSM128F42253BF
Delroy Wilson,Rain from the Skies Mix 2,Kingston, Jamaica,Sings Studio One Hits,0.3857876145843115,0.5834430235496894,0.0,157.57016,0.0,-8.884,0,157.446,22050,0.0,10,0.022,1,0.352,151.11,4,0.0,TRAGLKL12903CEDE95
Leonardo Favio,Porque Yo Te Amo,,Baladas De Amor,0.3984075199761793,0.5461168843799594,0.0,201.50812,0.0,-11.378,0,163.519,22050,0.34,7,0.309,0,0.387,196.011,7,0.793,TRAGLEQ128F934055A
Jack Sheldon,Trane's Strain,Jacksonville, FL,Playing For Change,0.3156170640787539,0.4072431195052308,0.0,283.92444,0.0,-12.921,0,167.307,22050,0.314,5,0.0,1,0.087,273.009,4,1.0,TRAGLUL128F426F94C
K-OS,Heaven Only Knows,,Exit,0.43069704628908106,0.7126621633671405,0.0,235.04934,0.0,-9.642,2002,90.507,22050,0.0,5,0.402,0,0.538,230.284,4,1.0,TRAGLSU128F145FFB2
Bob Margolin,Baby_ Baby_ Baby,Boston, MA,In North Carolina,0.3268488180257514,0.5559850526989919,0.0,198.84363,0.0,-9.384,0,79.905,22050,0.0,4,0.373,1,0.453,194.914,1,0.0,TRAGYPG128F9326C28
Kitty Kallen,If You Smile At The Sun,Philadelphia, PA,Our Lady... Kitty Kallen,0.3221258890144376,0.4589544162722026,0.0,151.92771,0.0,-16.151,0,86.961,22050,1.135,5,0.546,1,0.308,147.093,4,0.911,TRAGYRZ128F429AB6B
The Oh Sees,It Killed Mom,,Thee Oh Sees Sucks Blood,0.4009521193140593,0.5615162065853365,0.0,162.37669,0.0,-6.111,0,100.928,22050,0.0,5,0.473,0,0.469,153.31,4,0.0,TRAGYML128F4286683
Candlebox,Lover Come Back To Me,Seattle, WA,Into The Sun [Amended],0.5076250078374704,0.6575668872412712,0.0,283.66322,0.0,-7.589,0,125.994,22050,0.0,10,0.46,1,0.484,274.408,3,0.609,TRAGYDZ12903D0957F
Wilshire,When,GREENSBORO, North Carolina,New Universe,0.29145182123693636,0.4505621331156311,0.0,181.49832,0.0,-4.601,2003,126.179,22050,1.153,10,0.556,1,0.279,170.423,4,0.384,TRAGYLX128F427C5EC
Lionel Rogg,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,Geneva, Switzerland,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,0.2912710299960676,0.3208553831968501,0.0,172.38159,0.0,-20.848,0,126.786,22050,2.148,2,0.518,0,0.613,163.347,1,0.0,TRAGYMA128EF34B55E
Lil Boosie,I Remember (amended album version),,Bad Azz,0.5358910429591184,0.8723255970176356,0.0,243.35628,0.0,-3.165,2006,171.85,22050,0.0,10,0.46,1,0.339,231.282,4,0.804,TRAGYBS128F4227AD5
Cowboy Mouth,Disconnected,,Uh-Oh,0.40199254009343804,0.6811480229878107,0.0,237.60934,0.0,-5.88,0,103.218,22050,0.369,9,0.624,1,0.443,224.293,4,0.64,TRAGYXL128F92F9FCB
Autonomous Bass Heads,Beat Conductor,,Get Ready Bass,0.23101450752597977,0.532678058806903,0.0,307.722,0.0,-6.497,0,137.963,22050,0.136,7,0.812,1,0.47,291.643,4,0.0,TRAGYXF12903CC55B2
Mark Lowry,Jesus Laughing (Some Things Never Change Version),,Some Things Never Change,0.31962677591740224,0.4939261446863902,0.0,205.26975,0.0,-7.874,0,143.898,22050,0.468,7,0.811,1,0.724,194.949,4,0.154,TRAGYEF128F426DF61
Dinosaur Jr.,Been There All The Time,Amherst, MA,Been There All The Time,0.5515524551563505,0.7497969594005849,0.0,220.70812,0.0,-3.868,2007,253.357,22050,0.136,2,0.191,1,0.309,212.579,4,0.506,TRAGYJM128EF3466D2
Marisela,Loca (a/k/a Crazy) (Version Banda),,Exitos Con Banda,0.3898771264212854,0.5706096582245511,0.0,162.55955,0.0,-5.837,0,84.283,22050,0.351,7,0.462,0,0.462,156.201,4,0.196,TRAGYKT128F92F5D8A
Olivier Messiaen,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),,Messiaen Oeuvres Orgue,0.41910041303433604,0.5908045142095237,0.0,647.60118,0.0,-24.98,0,101.636,22050,0.404,5,0.109,1,0.194,641.742,5,0.689,TRAGPAD128F42990B7
Supertalented,Fax Me,,LOAF Presents: Domestic POP,0.0,0.2442721117945255,0.0,96.65261,0.0,-8.518,0,115.954,22050,0.305,0,0.755,1,0.681,89.861,1,0.0,TRAGPZS128F9332248
Cristy Lane,Making Up For Lost Time (Footprints In The Sand Album Version),Peoria, IL,Footprints In The Sand,0.3379207502523265,0.4206159723883332,0.0,196.80608,0.0,-12.118,0,86.142,22050,0.0,7,0.812,1,0.724,190.723,4,0.124,TRAGPKF128F427B439
The Jackson Southernaires,Lord We Give You All The Praise,Mississippi,Hear Our Prayers O Lord,0.31143764032728327,0.32300899095323227,0.0,356.10077,0.0,-10.65,0,92.555,22050,0.313,7,0.148,0,0.378,346.668,4,0.919,TRAGPAW12903CEFD43
From Autumn To Ashes,Sensory Deprivation Adventure,Long Island, NY,Holding A Wolf By The Ears,0.5054531534296305,0.7142685325196276,0.0,175.80363,0.0,-5.911,2007,93.061,22050,0.061,2,0.439,0,0.536,166.429,4,0.581,TRAGPAF128EF34542A
Kingston Trio,Tom Dooley,Vermont,The Greatest Stars Of Folk Music,0.2951171938923701,0.5127793382989322,0.0,199.94077,0.0,-17.9,0,117.214,22050,0.0,4,0.57,1,0.338,188.981,1,0.0,TRAGPNN128F4230758
Patton Oswalt,A Brief History of Shitty Comedy,Portsmouth, VA,Feelin' Kinda Patton,0.4536297180686329,0.5927973462665315,0.0,121.96526,0.0,-13.322,2004,75.669,22050,0.0,8,0.345,0,0.341,116.796,3,0.665,TRAGPMS128F4248295
Redman / Hurricane G / Melanie Rutherford,Soopman Luva 6 1/2,Newark, NJ,Red Gone Wild,0.49356684269655965,0.7431297761478142,0.0,113.65832,0.0,-10.152,0,109.265,22050,0.0,2,0.557,1,0.487,100.223,3,1.0,TRAGPFL128EF342E1D
Barrio Obrero,Un Ojo Dimos,,Gaitas Platinum,0.2973207381866574,0.4010201762483526,0.0,231.47057,0.0,-7.797,0,182.962,22050,0.0,5,0.357,1,0.193,223.898,3,0.0,TRAGPOW128F932DC3A
Casiotone For The Painfully Alone,Dying Batteries,,The First Two Albums,0.3942171989010042,0.6653221619060184,0.0,51.01669,0.0,-20.499,2001,78.16,22050,0.088,0,0.276,1,0.707,47.183,1,0.0,TRAGPEA128F422B47E
Humble Pie,30 Days In The Hole (Live),Essex, England,30 Days In The Hole (Live & Dangerous),0.4024958799867582,0.6335459987503766,0.0,469.44608,0.0,-7.033,0,132.598,22050,0.165,2,0.278,1,0.385,457.172,4,0.611,TRAGPMR128F930C0D8
Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Fugue,New York,Solomon Vol. 2,0.3412658413564567,0.6297324888091065,0.0,284.23791,0.0,-18.321,0,95.619,22050,0.229,5,0.663,1,0.521,274.437,4,0.0,TRAGWUS128F4284292
James Ingram,A Baby's Born,Akron, OH,Always You,0.46152621705696345,0.5657506437256644,0.0,376.68526,0.0,-11.937,1993,76.385,22050,0.0,2,0.312,0,0.52,355.666,3,0.6,TRAGWOU12903CE3BF1
Hot Wire,Like A Prayer (Tribute To Madonna),Newbury Park, CA,Tribute,0.3631602022851569,0.6303468086968372,0.0,194.66404,0.0,-5.485,0,110.198,22050,0.27,6,0.481,0,0.624,186.706,4,0.227,TRAGWHX12903CFAB71
Evergreen Terrace,Look Up At The Stars And You're Gone,Jacksonville, FL,Losing All Hope Is Freedom,0.5291659021019358,0.8251920292669888,0.0,159.4771,0.0,-4.732,2001,112.421,22050,1.025,7,0.585,1,0.639,159.477,1,0.0,TRAGWMO12903CFD994
Sister Hazel,Cerilene,Gainesville, FL,...Somewhere More Familiar,0.5098787078527026,0.7310657557108706,0.0,332.93016,0.0,-8.416,1997,119.461,22050,0.0,10,0.914,1,0.76,326.06,4,0.96,TRAGWTT128F148CF2C
RUN-DMC,Faces,,Original Album Classics,0.6066301517291853,0.6869889546292448,0.0,267.59791,0.0,-13.306,1990,73.507,22050,0.478,10,0.275,0,0.393,265.392,5,0.69,TRAGWJK12903CE640F
Avril Lavigne,How Does It Feel,Napanee, Ontario, Canada,Under My Skin,0.6203098207829312,0.8784015424689278,0.0,224.93995,0.0,-4.772,2004,118.055,22050,0.194,0,0.648,1,0.696,213.844,4,0.692,TRAGWKV128F92C316A
Danilo Perez / Claus Ogerman,The Saga Of Rita Joe,Panama,Across The Crystal Sea,0.2771195134672702,0.3318741464569221,0.0,459.31057,0.0,-14.117,2008,100.394,22050,0.379,4,0.566,1,0.542,451.1,4,0.0,TRAGWPR128F426BDC3
Sasha,Do It To Me,Mexico City, Mexico,We Can Leave The World,0.453731585998959,0.6929227305760355,0.0,181.65506,0.0,-9.249,0,116.024,22050,1.622,7,0.024,1,0.425,177.853,4,0.866,TRAGWDA128F1473193
Patrick Saint-Eloi,Ola ou yé,,Zoukolexion_ vol. 1,0.3912221812323105,0.3018675937742225,0.0,314.122,0.0,-5.777,0,130.092,22050,0.183,10,0.675,0,0.597,301.14,4,1.0,TRAGWJS128F933005F
Blind Willie McTell,Let Me Play With Yo' YoYo,Thomson, GA,Lost & Found Blues,0.3853449137330586,0.5914285519642304,0.0,188.21179,0.0,-16.227,0,170.462,22050,0.131,1,0.395,1,0.265,180.529,4,0.419,TRAZRJF128F93406EC
Jah Wobble & Bill Laswell,Subcode,New York City (Salem, IL - originally),Unity Dub's Voyage Into Paradise,0.4040397337752738,0.6781255023273798,0.0,463.35955,0.0,-12.997,0,155.193,22050,5.039,7,0.225,1,0.371,463.36,4,0.0,TRAZRBF128F9317BF5
Vonray,Part Of Me (LP Version),Pittsburgh, Pennsylvania,Vonray,0.3131545051507702,0.5266936694143562,0.0,230.08608,0.0,-5.472,2003,108.011,22050,0.148,8,0.122,1,0.553,214.413,4,1.0,TRAZRXP12903CBD6A9
Leana,Pack Your Bags (Jake Benson Club Mix),California - LA,Pack Your Bags,0.3477495590121899,0.510098894399033,0.0,425.92608,0.0,-10.228,0,132.995,22050,0.0,1,0.455,1,0.436,418.371,4,0.574,TRAZROZ128F42563E0
Jimmie Davis,It Makes No Difference,Quitman, LA,You Are My Sunshine,0.2986006799291013,0.40790496111478647,0.0,183.87546,0.0,-17.33,0,118.977,22050,0.49,4,0.839,1,0.751,177.151,3,0.957,TRAZRKX12903D0C4DB
Leon Russell,Hummingbird,Lawton, OK,A Song For You,0.443708895002134,0.6342269633902287,0.0,226.21995,0.0,-12.893,1970,86.994,22050,0.0,5,0.597,1,0.634,216.874,4,0.632,TRAZRFV128F92FAAB6
Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),Ghent, Belgium,Much Against Everyone's Advice,0.5018259436544124,0.8030873549481594,0.0,171.4673,0.0,-8.099,2000,137.328,22050,0.705,7,0.607,1,0.477,167.213,1,0.0,TRAZRPT128F425DC9C
Big Star,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Memphis, TN,Keep An Eye On The Sky,0.4965081187205733,0.7410404327961191,0.0,181.26322,0.0,-10.132,0,103.28,22050,0.0,7,0.297,0,0.327,178.474,4,0.0,TRAZRKK12903CD7385
Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,Wangaratta, Victoria, Australia,The Boatman^s Call,0.47940767557514763,0.6815813054346181,0.0,345.75628,0.0,-18.942,2006,122.002,22050,0.403,7,0.353,0,0.558,318.096,3,1.0,TRAZRBR128E0782989
The Four Pennies,Juliet,,The Very Best Of The Four Pennies,0.355378552385372,0.41851772075700366,0.0,144.14322,0.0,-9.427,2002,101.308,22050,3.338,6,0.627,1,0.568,132.621,1,0.0,TRAZRAR128F1477778
Five Fingers of Funk,Let It Flow (Feat. Gauran-T and Freaky Frederali),,About Time,0.0,0.38307361176384974,0.0,177.00526,0.0,-9.999,1998,111.924,22050,0.0,2,0.393,0,0.419,171.654,1,0.727,TRAZRES128F4222850
Mötley Crüe,Afraid,Los Angeles, California,Motley Crue / Rock Legends,0.5013606133308892,0.7242849266433012,0.0,248.21506,0.0,-5.668,1997,124.024,22050,0.408,0,0.809,1,0.707,228.473,4,0.409,TRAZUKY128F426C8BC
Faith Hill & Tim McGraw,Let's Make Love (Album Version),Jackson, MS,Breathe,0.6701061728368459,0.643544997241215,0.0,252.89098,0.0,-8.355,1999,146.85,22050,0.0,5,0.348,1,0.497,240.924,4,0.171,TRAZUVK12903C9ACBA
Theodore Shapiro,Gun Pull,,Fun With Dick And Jane,0.33126049430409904,0.4283248207145533,0.0,109.84444,0.0,-32.166,2006,131.409,22050,4.238,7,0.202,1,0.539,100.171,1,0.0,TRAZURS128F14A1CD2
Jesse Malin,Broken Radio,Whitestone, Queens, NY,Broken Radio,0.4585920249078077,0.7550413499986275,0.0,219.19302,0.0,-7.95,2007,129.953,22050,0.999,4,0.799,1,0.649,205.404,4,0.713,TRAZUVU128F42BABF4
Bill Murk,Amazing Grace,,Intercessor,0.0,0.1842501468246894,0.0,219.14077,0.0,-9.237,0,126.664,22050,0.204,7,0.646,1,0.4,211.725,4,0.125,TRAZUSD128EF353216
Sivuca & Camerata Brasílica,A Doce Canção de Nélida,Itabaiana, Para�, Brazil,Terra Esperança,0.3243342048085304,0.4796207472295076,0.0,220.39465,0.0,-15.085,0,152.282,22050,0.595,0,0.632,0,0.672,214.268,4,0.882,TRAZUMV128F930AD43
Nando Lauria,Sonho (Dream),,Narada Decade (The Anniversary Collection),0.3096561486972924,0.46258543953973363,0.0,350.56281,0.0,-23.172,0,143.212,22050,0.162,2,0.659,1,0.724,345.054,1,0.0,TRAZUUL128F92EBBBF
Tito Puente,Flight To Jordan,New York, NY,Live At The Playboy Jazz Festival,0.48072478092092114,0.7221052981201719,0.0,356.41424,0.0,-14.445,1998,135.374,22050,0.0,8,0.493,1,0.417,356.414,4,0.695,TRAZUZS128F4242F76
Jimmy McCracklin,Street Loafin' Woman,St. Louis, MO,West Coast Down Home Blues,0.3272396060497089,0.42429413010909,0.0,179.35628,0.0,-26.246,0,96.2,22050,0.171,4,0.377,0,0.412,173.325,7,0.675,TRAZUVR128F9306DA9
Jason & The Scorchers,Mother Of Greed,,Halcyon Times,0.41478386309228343,0.500510256360053,0.0,252.49914,0.0,-4.3,0,122.025,22050,0.0,0,0.836,1,0.738,243.148,4,0.0,TRAZUDX12903CA9284
Greater Vision,I Was Blind But Now I See,United States,Faces,0.3582852521807958,0.47696897054239945,0.0,187.89832,0.0,-7.084,0,105.06,22050,0.067,5,0.497,1,0.489,183.269,4,1.0,TRAZUOG128F4259EAA
Jere McAllister,Let the Music Use You (Next Generation Mix),,The Next Generation,0.3070843081171468,0.4316220351586416,0.0,460.43383,0.0,-11.283,0,126.319,22050,0.0,10,0.213,0,0.354,460.434,4,0.504,TRAZUTC128F4290BE3
Marco Beltrami,The Wrapper,,Dans la brume électrique (Bande originale du film),0.3786499789617854,0.594832623751445,0.0,168.30649,0.0,-26.527,0,202.578,22050,4.209,5,0.643,1,0.679,154.575,1,1.0,TRAZUSS128F92FD081
Claire Elzière,Les frelons (Live),,La vie va si vite (Live),0.28872653678340027,0.49823007193913954,0.0,92.89098,0.0,-13.4,0,163.066,22050,0.0,5,0.254,1,0.411,79.702,1,0.0,TRAZUFA12903CC0663
Emotion Code,Flip Over And Upsidedown,,Mesmerise the Future,0.2045627112619994,0.31466666909606217,0.0,594.99057,0.0,-6.412,0,120.002,22050,0.38,0,0.923,1,0.752,576.372,4,0.806,TRAZUVG128F930EDC9
Fredi,Tule illoin,,20 Suosikkia / Laula kanssain,0.35065113017972693,0.411875463168056,0.0,181.36771,0.0,-13.691,0,166.555,22050,4.54,2,0.734,1,0.682,175.607,4,0.0,TRAZUYY128F4280219
Hunters,Ho Sake To,Cardiff,No Limits,0.32150497422119517,0.5003517104367703,0.0,342.38649,0.0,-8.027,0,130.051,22050,0.192,11,0.011,1,0.206,336.446,4,0.206,TRAZUBN128F426F002
Angela Stewart,Ready For The Love,,U Brown's Hit Sound,0.0,0.05430624056077625,0.0,211.33016,0.0,-11.91,0,142.674,22050,0.142,6,0.481,1,0.578,200.487,4,0.898,TRAZIKB128F4265F70
Since The Flood,Guardian Angel,New Hampshire,No Compromise,0.3618785097829961,0.7394359972769394,0.0,194.92526,0.0,-2.517,2007,174.281,22050,0.0,1,0.433,1,0.485,187.199,4,0.0,TRAZIQB128F934B755
The Business,Class Compromise (&History's Glory),London, England,No Mercy For You,0.44273927881605984,0.6251657623913732,0.0,144.77016,0.0,-4.162,2001,115.586,22050,0.2,0,0.768,1,0.717,141.073,1,0.0,TRAZISB128F427907A
Fountains Of Wayne,You Gotta Go,New York, NY,Traffic and Weather,0.5322661862525124,0.7177627022534055,0.0,126.87628,0.0,-3.594,2007,85.047,22050,0.119,0,0.0,1,0.0,123.199,4,0.038,TRAZIER128F4254BBA
Dells,Why Do You Have to Go,Chicago, IL,Dreams Of Contentment,0.3873331457823412,0.5916960688222075,0.0,159.05914,0.0,-12.057,1957,108.926,22050,0.0,0,0.737,1,0.718,152.062,4,0.518,TRAZIWR128F4234282
Del Horno,Once,,Once EP,0.3393458638456349,0.4866684615712061,0.0,521.89995,0.0,-6.153,0,189.331,22050,0.0,7,0.02,1,0.251,514.403,3,1.0,TRAZISB12903CB6CEB
Aerosmith,Same Old Song And Dance,Boston, MA,A Little South Of Sanity,0.6107314629039089,0.8725365986697359,0.0,357.53751,0.0,-5.686,1974,133.596,22050,0.0,0,0.049,1,0.278,351.701,4,0.685,TRAZISI128E078EE2F
Harald Kloser,Jane's Theme,,The Thirteenth Floor,0.35562594621770727,0.500388858998459,0.0,178.1024,0.0,-18.765,0,84.269,22050,5.01,6,0.674,0,0.762,159.875,3,0.681,TRAZIAS128F4260D74
Dons,Best Kept Secret,Boston,Lights On,0.3121692415603705,0.5451276081549874,0.0,240.22159,0.0,-5.08,2006,124.031,22050,0.0,0,0.508,1,0.589,232.681,4,0.677,TRAZILC128F4253F29
Jose Luis Perales,¿Y Cómo Es Él?,,Lo Mejor De José Luis Perales,0.3844259058848585,0.5714024288978798,0.0,247.01342,0.0,-13.47,0,76.449,22050,0.759,10,0.966,1,0.822,237.755,1,0.366,TRAZNLT128F4264189
Laurindo Almeida / Charlie Byrd,Tanguero,Sao Paulo, Brazil,Tango,0.3419045735408989,0.5604116856288465,0.0,232.6722,0.0,-19.884,0,116.181,22050,0.2,7,0.409,0,0.375,227.73,4,0.0,TRAZNTJ128F9311896
KRS-One,Freestyle Ministry (server Verbals),,Keep Right,0.5204895709802003,0.7302463186126901,0.0,136.95955,0.0,-4.178,2004,95.285,22050,0.0,10,0.066,0,0.335,136.96,4,0.472,TRAZNDI128F9321777
Nick Cave & The Bad Seeds,Sleeping Annaleah (2009 Digital Remaster),,Kicking Against The Pricks (2009 Digital Remaster),0.47940767557514763,0.694025280206236,0.0,196.62322,0.0,-10.168,0,125.112,22050,0.0,7,0.6,1,0.598,186.851,1,0.0,TRAZNPQ128F9325E16
Blingtones,South Side Rep Your Hood (Ringtone_ Sonnerie),,Représente ton tiékar (Sonneries),0.0,0.021492905415210338,0.0,39.05261,0.0,-11.883,0,153.803,22050,0.0,8,0.195,1,0.436,39.053,4,1.0,TRAZNHH12903CE2533
Unwritten Law,Up All Night (Acoustic Live Album Version),California,from Music In High Places,0.4608434825896651,0.6386404057423517,0.0,174.10567,0.0,-7.742,2003,111.943,22050,0.384,3,0.064,1,0.377,174.106,4,0.203,TRAZNQI12903C9F8FC
Wednesday 13's Frankenstein Drag Queens From Planet 13,197666 w/ Special Guest The Confederate Crusader (Album Version),,The Late_ Late Show,0.3765631126146262,0.6128890812536271,0.0,146.85995,0.0,-4.625,0,183.512,22050,0.13,9,0.666,0,0.536,140.516,1,0.0,TRAZNZQ128F92E08FF
Constance Demby,Moving On,California - SF,Set Free - The Definitive Edition,0.3890293659837453,0.5007819858211396,0.0,285.75302,0.0,-13.129,1989,153.942,22050,3.228,4,0.523,1,0.631,276.95,7,0.186,TRAZNFE128F92E49BF
Birds of Prey,To My Victim's Families,,Sulfur and Semen,0.3573333714339014,0.4728345348721461,0.0,162.48118,0.0,-4.914,0,117.463,22050,0.119,1,0.458,1,0.479,157.176,4,0.0,TRAZNMD128F4295DBB
David Robertson,Love Is An Uphill Climb  (),Canberra, Australia,Someone Who Cares,0.0,0.4219175607353159,0.0,285.04771,0.0,-11.584,0,127.686,22050,0.282,7,0.726,1,0.706,265.868,4,0.397,TRAZNGB128F425A305
Lorna,He Dreams Of Spaceships,Nottingham, England,Static Patterns And Souvenirs,0.29376360504183024,0.531728128302305,0.0,273.34485,0.0,-11.108,0,84.054,22050,0.322,0,0.685,1,0.785,266.971,1,1.0,TRAZNDO12903CF3CE6
Bob McKenzie / Doug McKenzie,This Is Our Album_ Eh?,,Great White North,0.3044969336458154,0.332466938344621,0.0,224.46975,0.0,-28.096,0,77.718,22050,0.246,11,0.0,0,0.0,207.633,3,0.72,TRAZNDU128F42B64EE
Rockit,Stuck On Rewind,,Retro Boosters,0.0,0.4247577052385171,0.0,219.66322,0.0,-10.157,0,91.951,22050,0.0,1,0.453,1,0.468,219.663,4,0.332,TRAZNAE128F4295D9C
Juan Carmona,Juncales,,Orillas,0.3126785596305983,0.4109128807304758,0.0,369.89342,0.0,-8.218,0,156.833,22050,0.0,10,0.172,1,0.179,364.211,4,0.377,TRAZNRY12903CE48D3
Call To Preserve,Open your Eyes,Rockledge, Florida,From Isolation,0.42397626349899253,0.6347645563707436,0.0,199.78404,0.0,-2.045,2008,115.09,22050,0.0,4,0.596,1,0.437,199.784,1,0.0,TRAZNKG12903CDCF8A
